Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation,Counties
2021,NE,Nebraska,Washington,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,74.2,,,69.8,78.3,20969,31177,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-96.2245771 41.5339726),2355
2021,NE,Nebraska,Thayer,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,16,,,13.2,19.4,4913,31169,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-97.5962626 40.1738446),2352
2020,NE,Nebraska,Butler,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,66.4,,,62.9,70.3,8444,31023,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-97.1320395 41.2260724),2196
2021,NE,Nebraska,Howard,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.5,,,3.0,3.9,6531,31093,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-98.5133417 41.2168513),460
2021,NE,Nebraska,Hayes,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,31.8,,,27.2,36.8,843,31085,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-101.0479627 40.5372337),458
2021,NE,Nebraska,Boyd,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,11.7,,,9.9,13.8,1789,31015,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-98.7730221 42.8944477),2193
2021,NE,Nebraska,Stanton,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,12.1,,,10.1,14.4,5816,31167,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-97.1771094 41.9050454),475
2021,NE,Nebraska,Blaine,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,9.4,,,7.9,11.1,461,31009,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-99.9964074 41.931945),447
2021,NE,Nebraska,Kearney,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,81.8,,,78.7,84.6,6674,31099,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-98.9476019 40.5091198),2298
2021,NE,Nebraska,Scotts Bluff,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,78.1,,,74.9,81.3,35745,31157,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-103.7015494 41.8503306),473
2021,NE,Nebraska,Kearney,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,8.3,,,7.4,9.2,6674,31099,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-98.9476019 40.5091198),2298
2021,NE,Nebraska,Burt,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,2.7,,,2.3,3.1,6709,31021,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-96.3377462 41.8541794),2195
2020,NE,Nebraska,Richardson,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,66.6,,,61.8,70.9,7759,31147,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-95.7186026 40.1237427),2396
2021,NE,Nebraska,Buffalo,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,34,,,31.0,37.1,50339,31019,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-99.0749839 40.8552654),2194
2020,NE,Nebraska,Butler,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,67.3,,,62.0,72.1,8444,31023,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-97.1320395 41.2260724),2196
2021,NE,Nebraska,Greeley,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,22.8,,,19.2,26.6,2169,31077,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-98.5305655 41.5675715),2256
2021,NE,Nebraska,Grant,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,15.6,,,12.1,19.3,579,31075,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-101.7559645 41.9139574),2255
2021,NE,Nebraska,Rock,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,7.9,,,6.8,9.0,1264,31149,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-99.4208512 42.394749),471
2021,NE,Nebraska,Nemaha,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,7.1,,,6.2,8.0,7064,31127,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-95.8527214 40.3873891),2305
2021,NE,Nebraska,Custer,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,16.4,,,13.5,19.5,10460,31041,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-99.7268662 41.3938927),2243
2021,NE,Nebraska,Knox,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,38.9,,,32.7,44.9,8401,31107,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-97.8913492 42.6344045),2302
2021,NE,Nebraska,Washington,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,8.3,,,7.0,9.6,20969,31177,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-96.2245771 41.5339726),2355
2021,NE,Nebraska,Pierce,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,2.8,,,2.4,3.3,7313,31139,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-97.6109917 42.2714129),470
2020,NE,Nebraska,Brown,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,80.5,,,77.4,83.4,2908,31017,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-99.9239198 42.3595618),448
2021,NE,Nebraska,Boone,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.5,,,3.1,3.8,5386,31011,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-98.0704764 41.7039345),2191
2021,NE,Nebraska,Hayes,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,8.6,,,6.7,11.0,843,31085,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-101.0479627 40.5372337),458
2020,NE,Nebraska,Keya Paha,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,28.8,,,27.0,30.6,787,31103,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-99.7183514 42.8754803),2300
2021,NE,Nebraska,Webster,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,28.7,,,24.5,33.2,3411,31181,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-98.4985897 40.1806461),2356
2021,NE,Nebraska,Logan,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,5.9,,,4.9,6.9,687,31113,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-100.4436647 41.5421555),2303
2021,NE,Nebraska,Dundy,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,10.3,,,8.5,12.3,1635,31057,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-101.6811327 40.180165),454
2021,NE,Nebraska,Perkins,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,37.3,,,32.8,41.9,2832,31135,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-101.6274676 40.8576462),469
2020,NE,Nebraska,Box Butte,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,78.9,,,76.4,81.3,10604,31013,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-103.0817795 42.2103804),2192
2021,NE,Nebraska,Saline,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,13.7,,,11.4,15.8,14192,31151,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-97.131755 40.5168024),472
2021,NE,Nebraska,Jefferson,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,74.4,,,69.8,78.7,7176,31095,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-97.1431027 40.1757356),2297
2021,NE,Nebraska,Grant,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,5.9,,,4.9,7.1,579,31075,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-101.7559645 41.9139574),2255
2021,NE,Nebraska,Box Butte,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,4,,,3.4,4.7,10604,31013,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-103.0817795 42.2103804),2192
2021,NE,Nebraska,Stanton,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,2.8,,,2.4,3.3,5816,31167,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-97.1771094 41.9050454),475
2021,NE,Nebraska,Franklin,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,17.8,,,14.2,21.8,2903,31061,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-98.96208 40.1832031),2251
2021,NE,Nebraska,Gosper,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,13.6,,,10.4,17.1,1824,31073,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-99.8232058 40.5090947),457
2021,NE,Nebraska,Frontier,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,5.4,,,4.4,6.4,2555,31063,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-100.4066834 40.5309469),455
2021,NE,Nebraska,Hooker,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,8.6,,,7.5,9.8,734,31091,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-101.117324 41.920317),459
2020,NE,Nebraska,Platte,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,29.3,,,28.0,30.5,34241,31141,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-97.5134673 41.5768655),2309
2021,NE,Nebraska,Pawnee,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,7.7,,,6.8,8.7,2548,31133,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-96.2452136 40.1377971),2307
2021,NE,Nebraska,Madison,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3,,,2.7,3.4,35337,31119,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-97.6068564 41.9099293),3142
2021,NE,Nebraska,Dawes,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,34.5,,,30.5,38.8,8148,31045,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-103.1354358 42.7130379),2245
2021,NE,Nebraska,Banner,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,9.6,,,7.9,11.4,692,31007,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-103.7262626 41.5397495),2190
2021,NE,Nebraska,Banner,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,18.1,,,14.8,21.6,692,31007,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-103.7262626 41.5397495),2190
2021,NE,Nebraska,Hitchcock,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,17.7,,,14.7,21.3,2586,31087,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-101.044217 40.1768964),2295
2021,NE,Nebraska,Saunders,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,25.1,,,21.7,28.6,22787,31155,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-96.6420968 41.2233882),2348
2021,NE,Nebraska,Cheyenne,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,3.8,,,3.2,4.5,9529,31033,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-103.0119289 41.2142358),2242
2020,NE,Nebraska,Stanton,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,9,,,5.8,12.6,5816,31167,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-97.1771094 41.9050454),475
2021,NE,Nebraska,Custer,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,10.3,,,8.5,12.2,10460,31041,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-99.7268662 41.3938927),2243
2021,NE,Nebraska,Gosper,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,5.5,,,4.6,6.6,1824,31073,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-99.8232058 40.5090947),457
2021,NE,Nebraska,Saunders,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,9.6,,,7.9,11.5,22787,31155,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-96.6420968 41.2233882),2348
2021,NE,Nebraska,Sheridan,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,73.6,,,68.7,78.1,5095,31161,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-102.3682795 42.5122888),2350
2021,NE,Nebraska,Dawson,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,5.9,,,4.8,7.0,23898,31047,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-99.8155833 40.86784),453
2020,NE,Nebraska,Richardson,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,59.8,,,55.8,63.5,7759,31147,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-95.7186026 40.1237427),2396
2021,NE,Nebraska,Merrick,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,3.1,,,2.7,3.6,7665,31121,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-98.0310573 41.1697896),466
2021,NE,Nebraska,Sherman,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,25.3,,,20.6,30.5,2964,31163,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-98.9728492 41.2187425),474
2020,NE,Nebraska,Stanton,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,44.5,,,36.2,53.3,5816,31167,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-97.1771094 41.9050454),475
2021,NE,Nebraska,Lancaster,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,9.8,,,8.2,11.5,324514,31109,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-96.6886584 40.7835474),462
2021,NE,Nebraska,Chase,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,6.5,,,5.4,7.7,3826,31029,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-101.6941918 40.5303903),449
2020,NE,Nebraska,Harlan,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,28.3,,,26.5,30.0,3091,31083,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-99.4034177 40.1787663),2258
2021,NE,Nebraska,Nemaha,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,8.9,,,7.8,10.1,7064,31127,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-95.8527214 40.3873891),2305
2021,NE,Nebraska,Cedar,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,10.6,,,9.1,12.5,8330,31027,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-97.2568696 42.6045604),2240
2021,NE,Nebraska,Cheyenne,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,10.5,,,9.0,12.3,9529,31033,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-103.0119289 41.2142358),2242
2021,NE,Nebraska,Franklin,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,4.7,,,4.1,5.5,2903,31061,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-98.96208 40.1832031),2251
2020,NE,Nebraska,Adams,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,79.7,,,76.8,82.4,31027,31001,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-98.5000441 40.5206322),445
2020,NE,Nebraska,York,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,54.7,,,46.7,62.2,14244,31185,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-97.5967418 40.8730557),479
2021,NE,Nebraska,Custer,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,8.7,,,6.5,11.2,10460,31041,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-99.7268662 41.3938927),2243
2021,NE,Nebraska,Buffalo,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,3.8,,,3.2,4.5,50339,31019,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-99.0749839 40.8552654),2194
2021,NE,Nebraska,Cherry,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,16.6,,,13.6,20.0,5458,31031,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-101.0476532 42.571323),2241
2020,NE,Nebraska,Dodge,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,9.4,,,6.2,13.6,37103,31053,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-96.6458524 41.5770082),2248
2021,NE,Nebraska,Scotts Bluff,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,39.7,,,34.7,44.8,35745,31157,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-103.7015494 41.8503306),473
2021,NE,Nebraska,Nuckolls,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,5.2,,,4.5,6.0,4060,31129,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-98.0468422 40.1764918),468
2020,NE,Nebraska,Thomas,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,67.3,,,62.2,72.2,673,31171,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-100.5247028 41.8557296),476
2021,NE,Nebraska,Otoe,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.6,,,2.3,2.8,15930,31131,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-96.1310274 40.6379916),2306
2021,NE,Nebraska,Thurston,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,73.4,,,69.0,77.7,6620,31173,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-96.5339428 42.1540613),2353
2021,NE,Nebraska,Dawes,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,5.4,,,4.4,6.5,8148,31045,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-103.1354358 42.7130379),2245
2021,NE,Nebraska,Chase,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,10,,,7.9,12.4,3826,31029,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-101.6941918 40.5303903),449
2021,NE,Nebraska,Valley,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,9.3,,,7.8,10.9,4066,31175,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-98.9834841 41.5640938),2354
2021,NE,Nebraska,Fillmore,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.5,,,2.2,2.8,5546,31059,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-97.5967053 40.5250399),2250
2020,NE,Nebraska,Thurston,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,13.7,,,10.1,18.2,6620,31173,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-96.5339428 42.1540613),2353
2021,NE,Nebraska,Red Willow,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.3,,,31.1,43.8,10623,31145,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-100.4685764 40.1694196),2311
2021,NE,Nebraska,Greeley,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,15.2,,,12.6,18.0,2169,31077,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-98.5305655 41.5675715),2256
2020,NE,Nebraska,Logan,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,64.4,,,60.6,67.9,687,31113,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-100.4436647 41.5421555),2303
2021,NE,Nebraska,Perkins,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,3.7,,,3.1,4.3,2832,31135,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-101.6274676 40.8576462),469
2021,NE,Nebraska,Scotts Bluff,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,6.7,,,5.8,7.7,35745,31157,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-103.7015494 41.8503306),473
2021,NE,Nebraska,Hall,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,27.6,,,23.9,31.4,61979,31079,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-98.5026645 40.8660265),3156
2021,NE,Nebraska,Antelope,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.6,,,2.3,2.9,6279,31003,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-98.0580367 42.1832253),3141
2020,NE,Nebraska,Dixon,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,67,,,62.3,71.7,5545,31051,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-96.8557845 42.4850864),2247
2021,NE,Nebraska,Hamilton,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,5.2,,,4.3,6.1,9386,31081,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-98.0223294 40.8728173),2257
2021,NE,Nebraska,Holt,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,10.7,,,8.9,12.5,10049,31089,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-98.7847662 42.4592867),2296
2021,NE,Nebraska,Dixon,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,61.7,,,56.9,66.4,5545,31051,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-96.8557845 42.4850864),2247
2021,NE,Nebraska,Gage,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,28.8,,,24.6,33.4,21616,31067,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-96.6834528 40.2552337),2253
2020,NE,Nebraska,Keith,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,63.2,,,58.5,68.0,8279,31101,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-101.6444493 41.1942448),2299
2021,NE,Nebraska,Dawson,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,10.6,,,9.0,12.2,23898,31047,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-99.8155833 40.86784),453
2021,NE,Nebraska,Jefferson,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.3,,,5.6,7.0,7176,31095,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-97.1431027 40.1757356),2297
2020,NE,Nebraska,Polk,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,65.2,,,61.5,68.7,5174,31143,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-97.5706627 41.1879253),2310
2020,NE,Nebraska,Rock,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,39.8,,,32.5,48.0,1264,31149,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-99.4208512 42.394749),471
2021,NE,Nebraska,Holt,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,14.7,,,11.6,18.1,10049,31089,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-98.7847662 42.4592867),2296
2020,NE,Nebraska,Dakota,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,29.1,,,28.2,29.9,21241,31043,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-96.561327 42.3916244),2244
2021,NE,Nebraska,Butler,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.4,,,7.3,9.5,8444,31023,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-97.1320395 41.2260724),2196
2021,NE,Nebraska,Buffalo,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,24.3,,,20.8,28.0,50339,31019,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-99.0749839 40.8552654),2194
